"","eppocode","pests_eppocode","idclass","labelclass","fullname"
"1587","KAMPO","PHYTCN",9,"Host","Phytophthora cinnamomi (as Ericaceae)"
"1588","KAMPO","STEPTA",9,"Host","Stephanitis takeyai (as Ericaceae)"
"1589","KAMPO","PHYTRA",1,"Major host","Phytophthora ramorum (as Kalmia)"
"1590","KASYO","DIABVZ",9,"Host","Diabrotica virgifera zeae (as Aster)"
"1591","KASYO","PHYTCR",9,"Host","Phytophthora cryptogea (as Aster)"
"1592","KASYO","POCZSH",9,"Host","Pochazia shantungensis"
"1593","KASYO","PRODOR",9,"Host","Spodoptera ornithogalli (as Aster)"
"1594","KERJA","TETLAU",9,"Host","Aleuroclava aucubae"
"1595","KERJA","STERPU",9,"Host","Chondrostereum purpureum"
"1596","KERJA","CRTHAR",9,"Host","Corythucha arcuata"
"1597","KERJA","PHMPOM",9,"Host","Phymatotrichopsis omnivora"
"1598","KERJA","POPIJA",9,"Host","Popillia japonica"
"1599","KNGEX","OEMOHI",9,"Host","Oemona hirta"
"1600","LACCA","DITYDI",9,"Host","Ditylenchus dipsaci"
"1601","LACCA","LEPOQU",9,"Host","Lepyronia quadrangularis"
"1602","LACCA","TSWV00",9,"Host","Tomato spotted wilt virus"
"1603","LACCA","HOMLTR",6,"Wild/Weed","Homalodisca vitripennis"
"1604","LACCA","LIYV00",6,"Wild/Weed","Lettuce infectious yellows virus"
"1605","LACCA","LIRITR",6,"Wild/Weed","Liriomyza trifolii"
"1606","LACCP",NA,9,"Host",NA
"1607","LAOCA",NA,9,"Host",NA
"1608","LEDGR","PHYTCN",9,"Host","Phytophthora cinnamomi (as Ericaceae)"
"1609","LEDGR","STEPTA",9,"Host","Stephanitis takeyai (as Ericaceae)"
"1610","LEPDE","PYDV00",10,"Experimental","Alphanucleorhabdovirus tuberosum (as Brassicaceae)"
"1611","LEPDE","AGROSE",9,"Host","Agrotis segetum (as Brassicaceae)"
"1612","LEPDE","ATALCO",9,"Host","Athalia rosae (as Brassicaceae)"
"1613","LEPDE","BEMITA",9,"Host","Bemisia tabaci (as Brassicaceae)"
"1614","LEPDE","CEUTPL",9,"Host","Ceutorhynchus assimilis (as Brassicaceae)"
"1615","LEPDE","CEUTSL",9,"Host","Ceutorhynchus sulcicollis (as Brassicaceae)"
"1616","LEPDE","CONTNA",9,"Host","Contarinia nasturtii (as Brassicaceae)"
"1617","LEPDE","HYLEFL",9,"Host","Delia floralis (as Brassicaceae)"
"1618","LEPDE","HYLEFG",9,"Host","Delia florilega (as Brassicaceae)"
"1619","LEPDE","HYLEPL",9,"Host","Delia platura (as Brassicaceae)"
"1620","LEPDE","EURDOL",9,"Host","Eurydema oleraceum (as Brassicaceae)"
"1621","LEPDE","EURDOR",9,"Host","Eurydema ornata (as Brassicaceae)"
"1622","LEPDE","HELPRU",9,"Host","Helophorus rufipes (as Brassicaceae)"
"1623","LEPDE","PALEMA",9,"Host","Nephrotoma appendiculata (as Brassicaceae)"
"1624","LEPDE","TRSV00",9,"Host","Nepovirus nicotianae"
"1625","LEPDE","OTALLA",9,"Host","Otala lactea (as Brassicaceae)"
"1626","LEPDE","PHYEAT",9,"Host","Phyllotreta atra (as Brassicaceae)"
"1627","LEPDE","PHYECR",9,"Host","Phyllotreta cruciferae (as Brassicaceae)"
"1628","LEPDE","PHMPOM",9,"Host","Phymatotrichopsis omnivora"
"1629","LEPDE","PHYYRU",9,"Host","Phytomyza rufipes (as Brassicaceae)"
"1630","LEPDE","PIERBR",9,"Host","Pieris brassicae (as Brassicaceae)"
"1631","LEPDE","PLADBR",9,"Host","Plasmodiophora brassicae (as Brassicaceae)"
"1632","LEPDE","LEPTMA",9,"Host","Plenodomus lingam (as Brassicaceae)"
"1633","LEPDE","PSYICH",9,"Host","Psylliodes chrysocephala (as Brassicaceae)"
"1634","LEPDE","SPODMA",9,"Host","Spodoptera mauritia (as Brassicaceae)"
"1635","LEPDE","TATOAU",9,"Host","Tatochila autodice (as Brassicaceae)"
"1636","LEPDE","TYLOBR",9,"Host","Tyloderma brassicae (as Brassicaceae)"
"1637","LEPDE","HETDGL",6,"Wild/Weed","Heterodera glycines"
"1638","LEPDE","SPIRCI",6,"Wild/Weed","Spiroplasma citri (as Brassicaceae)"
"1639","LIAED","RAFFQU",9,"Host","Dryadomyces quercivorus"
"1640","LIAED","PLTPQU",9,"Host","Platypus quercivorus"
"1641","LIAED","XYLBGR",9,"Host","Xyleborus glabratus (as Lithocarpus)"
"1642","LISCU",NA,9,"Host",NA
"1643","LITRU",NA,9,"Host",NA
"1644","LIUST","HELIZE",9,"Host","Helicoverpa zea (as Linum)"
"1645","LIUST","MARGVI",6,"Wild/Weed","Margarodes vitis (as Linaceae)"
"1646","LIUSY","HELIZE",9,"Host","Helicoverpa zea (as Linum)"
"1647","LIUSY","MARGVI",6,"Wild/Weed","Margarodes vitis (as Linaceae)"
"1648","LOBCA",NA,9,"Host",NA
"1649","LTHAP","HETDGL",10,"Experimental","Heterodera glycines"
"1650","LTHAP","PSDMPI",10,"Experimental","Pseudomonas syringae pv. pisi (as Lathyrus)"
"1651","LTHAP","LIRISA",9,"Host","Liriomyza sativae (as Lathyrus)"
"1652","LTHAP","LIRITR",9,"Host","Liriomyza trifolii (as Lathyrus)"
"1653","LTHPA","PSDMPI",10,"Experimental","Pseudomonas syringae pv. pisi (as Lathyrus)"
"1654","LTHPA","LIRISA",9,"Host","Liriomyza sativae (as Lathyrus)"
"1655","LTHPA","LIRITR",9,"Host","Liriomyza trifolii (as Lathyrus)"
"1656","LUPAN","FUSAFO",10,"Experimental","Fusarium foetens"
"1657","LUPAN","COLLFC",9,"Host","Colletotrichum fructicola"
"1658","LUPAN","DITYDI",9,"Host","Ditylenchus dipsaci"
"1659","LUPAN","MELGET",9,"Host","Meloidogyne ethiopica"
"1660","LUPAN","PHAKPA",9,"Host","Phakopsora pachyrhizi (as Lupinus)"
"1661","LUPAN","TSWV00",9,"Host","Tomato spotted wilt virus"
"1662","LUPAT",NA,9,"Host",NA
"1663","LUPPO","CSVD00",10,"Experimental","Chrysanthemum stunt viroid"
"1664","LUPPO","XANTPH",10,"Experimental","Xanthomonas phaseoli pv. phaseoli"
"1665","LUPPO","PHYPSO",9,"Host","'Candidatus Phytoplasma solani'"
"1666","LUPPO","CORBFL",9,"Host","Curtobacterium flaccumfaciens pv. flaccumfaciens"
"1667","LUPPO","TRSV00",9,"Host","Nepovirus nicotianae"
"1668","LUPPO","PHAKPA",9,"Host","Phakopsora pachyrhizi (as Lupinus)"
"1669","LUPPO","TSWV00",9,"Host","Tomato spotted wilt virus"
"1670","LUPPO","HETDGL",6,"Wild/Weed","Heterodera glycines"
"1671","LYAAM","LEPOQU",9,"Host","Lepyronia quadrangularis"
"1672","LYAAM","LUPMXA",9,"Host","Luperomorpha xanthodera (as Lycopus)"
"1673","LYAVI","LUPMXA",9,"Host","Luperomorpha xanthodera (as Lycopus)"
"1674","LYURU","AVBO00",10,"Experimental","Cheravirus arracaciae oca strain (as Solanaceae)"
"1675","LYURU","TSVP00",10,"Experimental","Tobacco streak ilarvirus potato strain (as Solanaceae)"
"1676","LYURU","ACEIKU",9,"Host","Aceria kuko (as Lycium)"
"1677","LYURU","VASALY",9,"Host","Aculops lycopersici (as Solanaceae)"
"1678","LYURU","BEMITA",9,"Host","Bemisia tabaci (as Solanaceae)"
"1679","LYURU","EPILVI",9,"Host","Epilachna vigintioctomaculata (as Solanaceae)"
"1680","LYURU","PCFVD0",9,"Host","Pepper chat fruit viroid (as Solanaceae)"
"1681","LYURU","PHTOOP",9,"Host","Phthorimaea operculella (as Solanaceae)"
"1682","LYURU","PYDV00",6,"Wild/Weed","Alphanucleorhabdovirus tuberosum (as Solanaceae)"
"1683","LYURU","EPIXSU",6,"Wild/Weed","Epitrix subcrinita (as Lycium)"
"1684","LYURU","EPIXTU",6,"Wild/Weed","Epitrix tuberis (as Lycium)"
"1685","LYURU","PHOMAN",6,"Wild/Weed","Stagonosporopsis andigena (as Solanaceae)"
"1686","MABFB","ACLRSE",9,"Host","Acleris senescens (as Malus)"
"1687","MABFB","AGRBTU",9,"Host","Agrobacterium tumefaciens (as Malus)"
"1688","MABFB","ALTEMA",9,"Host","Alternaria mali (as Malus)"
"1689","MABFB","ANARLI",9,"Host","Anarsia lineatella (as Malus)"
"1690","MABFB","ANOLGL",9,"Host","Anoplophora glabripennis (as Malus)"
"1691","MABFB","ANTHPO",9,"Host","Anthonomus pomorum (as Malus)"
"1692","MABFB","APRIGE",9,"Host","Apriona germari (as Malus)"
"1693","MABFB","APRIJA",9,"Host","Apriona rugicollis (as Malus)"
"1694","MABFB","PHYPMA",9,"Host","'Candidatus Phytoplasma mali' (as Malus)"
"1695","MABFB","CARSSA",9,"Host","Carposina sasakii (as Malus)"
"1696","MABFB","CERTCA",9,"Host","Ceratitis capitata"
"1697","MABFB","CERTRO",9,"Host","Ceratitis rosa (as Malus)"
"1698","MABFB","DIPCML",9,"Host","Diplocarpon coronariae (as Malus)"
"1699","MABFB","ERWIAM",9,"Host","Erwinia amylovora"
"1700","MABFB","ERWIAM",9,"Host","Erwinia amylovora (as Malus)"
"1701","MABFB","XYLBFO",9,"Host","Euwallacea fornicatus sensu lato"
"1702","MABFB","EUWAWH",9,"Host","Euwallacea fornicatus sensu stricto"
"1703","MABFB","CYDIIN",9,"Host","Grapholita inopinata (as Malus)"
"1704","MABFB","LASPMO",9,"Host","Grapholita molesta (as Malus)"
"1705","MABFB","LASPPA",9,"Host","Grapholita packardi (as Malus)"
"1706","MABFB","LASPPR",9,"Host","Grapholita prunivora (as Malus)"
"1707","MABFB","GYMNGL",9,"Host","Gymnosporangium globosum (as Malus)"
"1708","MABFB","GYMNJV",9,"Host","Gymnosporangium juniperi-virginianae (as Malus)"
"1709","MABFB","HYPHCU",9,"Host","Hyphantria cunea (as Malus)"
"1710","MABFB","LEPSUS",9,"Host","Lepidosaphes ussuriensis (as Malus)"
"1711","MABFB","LOPLJA",9,"Host","Lopholeucaspis japonica"
"1712","MABFB","MALAAM",9,"Host","Malacosoma americanum (as Malus)"
"1713","MABFB","MALADI",9,"Host","Malacosoma disstria (as Malus)"
"1714","MABFB","MALAPA",9,"Host","Malacosoma parallela (as Malus)"
"1715","MABFB","PLTPMU",9,"Host","Megaplatypus mutatus (as Malus)"
"1716","MABFB","MONIFC",9,"Host","Monilinia fructicola (as Malus)"
"1717","MABFB","PHYSSL",9,"Host","Phyllosticta solitaria (as Malus)"
"1718","MABFB","POCZSH",9,"Host","Pochazia shantungensis"
"1719","MABFB","POPIJA",9,"Host","Popillia japonica"
"1720","MABFB","PSECCO",9,"Host","Pseudococcus comstocki (as Malus)"
"1721","MABFB","RHAGPO",9,"Host","Rhagoletis pomonella"
"1722","MABFB","ANOLCN",1,"Major host","Anoplophora chinensis (as Malus)"
"1723","MABFB","PEZIAL",1,"Major host","Neofabraea vagabunda (as Malus)"
"1724","MABFB","NECTGA",1,"Major host","Neonectria ditissima (as Malus)"
"1725","MABFB","HEMELE",1,"Major host","Orgyia leucostigma (as Malus)"
"1726","MABFB","HESOCA",1,"Major host","Trichoferus campestris (as Malus)"
"1727","MABHU","ACLRSE",9,"Host","Acleris senescens (as Malus)"
"1728","MABHU","AGRBTU",9,"Host","Agrobacterium tumefaciens (as Malus)"
"1729","MABHU","ALTEMA",9,"Host","Alternaria mali (as Malus)"
"1730","MABHU","ANARLI",9,"Host","Anarsia lineatella (as Malus)"
"1731","MABHU","ANOLGL",9,"Host","Anoplophora glabripennis (as Malus)"
"1732","MABHU","ANTHPO",9,"Host","Anthonomus pomorum (as Malus)"
"1733","MABHU","APRIGE",9,"Host","Apriona germari (as Malus)"
"1734","MABHU","APRIJA",9,"Host","Apriona rugicollis (as Malus)"
"1735","MABHU","PHYPMA",9,"Host","'Candidatus Phytoplasma mali' (as Malus)"
"1736","MABHU","CARSSA",9,"Host","Carposina sasakii (as Malus)"
"1737","MABHU","CERTRO",9,"Host","Ceratitis rosa (as Malus)"
"1738","MABHU","DIPCML",9,"Host","Diplocarpon coronariae (as Malus)"
"1739","MABHU","ERWIAM",9,"Host","Erwinia amylovora (as Malus)"
"1740","MABHU","CYDIIN",9,"Host","Grapholita inopinata (as Malus)"
"1741","MABHU","LASPMO",9,"Host","Grapholita molesta (as Malus)"
"1742","MABHU","LASPPA",9,"Host","Grapholita packardi (as Malus)"
"1743","MABHU","LASPPR",9,"Host","Grapholita prunivora (as Malus)"
"1744","MABHU","GYMNGL",9,"Host","Gymnosporangium globosum (as Malus)"
"1745","MABHU","GYMNJV",9,"Host","Gymnosporangium juniperi-virginianae (as Malus)"
"1746","MABHU","HYPHCU",9,"Host","Hyphantria cunea (as Malus)"
"1747","MABHU","LEPSUS",9,"Host","Lepidosaphes ussuriensis (as Malus)"
"1748","MABHU","MALAAM",9,"Host","Malacosoma americanum (as Malus)"
"1749","MABHU","MALADI",9,"Host","Malacosoma disstria (as Malus)"
"1750","MABHU","MALAPA",9,"Host","Malacosoma parallela (as Malus)"
"1751","MABHU","PLTPMU",9,"Host","Megaplatypus mutatus (as Malus)"
"1752","MABHU","MELGMA",9,"Host","Meloidogyne mali"
"1753","MABHU","MONIFC",9,"Host","Monilinia fructicola (as Malus)"
"1754","MABHU","PHYSSL",9,"Host","Phyllosticta solitaria (as Malus)"
"1755","MABHU","PSECCO",9,"Host","Pseudococcus comstocki (as Malus)"
"1756","MABHU","ANOLCN",1,"Major host","Anoplophora chinensis (as Malus)"
"1757","MABHU","PEZIAL",1,"Major host","Neofabraea vagabunda (as Malus)"
"1758","MABHU","NECTGA",1,"Major host","Neonectria ditissima (as Malus)"
"1759","MABHU","HEMELE",1,"Major host","Orgyia leucostigma (as Malus)"
"1760","MABHU","HESOCA",1,"Major host","Trichoferus campestris (as Malus)"
"1761","MABPF","ACLRSE",9,"Host","Acleris senescens (as Malus)"
"1762","MABPF","AGRLMA",9,"Host","Agrilus mali"
"1763","MABPF","AGRBTU",9,"Host","Agrobacterium tumefaciens (as Malus)"
"1764","MABPF","ALTEMA",9,"Host","Alternaria mali (as Malus)"
"1765","MABPF","ANARLI",9,"Host","Anarsia lineatella (as Malus)"
"1766","MABPF","ANOLGL",9,"Host","Anoplophora glabripennis (as Malus)"
"1767","MABPF","ANTHPO",9,"Host","Anthonomus pomorum (as Malus)"
"1768","MABPF","APRIGE",9,"Host","Apriona germari (as Malus)"
"1769","MABPF","APRIJA",9,"Host","Apriona rugicollis (as Malus)"
"1770","MABPF","PHYPMA",9,"Host","'Candidatus Phytoplasma mali' (as Malus)"
"1771","MABPF","CARSSA",9,"Host","Carposina sasakii"
"1772","MABPF","CARSSA",9,"Host","Carposina sasakii (as Malus)"
"1773","MABPF","CERTRO",9,"Host","Ceratitis rosa (as Malus)"
"1774","MABPF","STERPU",9,"Host","Chondrostereum purpureum"
"1775","MABPF","DIPCML",9,"Host","Diplocarpon coronariae (as Malus)"
"1776","MABPF","ERWIAM",9,"Host","Erwinia amylovora (as Malus)"
"1777","MABPF","CYDIIN",9,"Host","Grapholita inopinata"
"1778","MABPF","CYDIIN",9,"Host","Grapholita inopinata (as Malus)"
"1779","MABPF","LASPMO",9,"Host","Grapholita molesta (as Malus)"
"1780","MABPF","LASPPA",9,"Host","Grapholita packardi (as Malus)"
"1781","MABPF","LASPPR",9,"Host","Grapholita prunivora (as Malus)"
"1782","MABPF","GYMNAS",9,"Host","Gymnosporangium asiaticum"
"1783","MABPF","GYMNGL",9,"Host","Gymnosporangium globosum (as Malus)"
"1784","MABPF","GYMNJV",9,"Host","Gymnosporangium juniperi-virginianae (as Malus)"
"1785","MABPF","GYMNYA",9,"Host","Gymnosporangium yamadae"
"1786","MABPF","HYPHCU",9,"Host","Hyphantria cunea (as Malus)"
"1787","MABPF","LEPSUS",9,"Host","Lepidosaphes ussuriensis (as Malus)"
"1788","MABPF","MALAAM",9,"Host","Malacosoma americanum (as Malus)"
"1789","MABPF","MALADI",9,"Host","Malacosoma disstria (as Malus)"
"1790","MABPF","MALAPA",9,"Host","Malacosoma parallela (as Malus)"
"1791","MABPF","PLTPMU",9,"Host","Megaplatypus mutatus (as Malus)"
"1792","MABPF","MELGMA",9,"Host","Meloidogyne mali"
"1793","MABPF","MONIFC",9,"Host","Monilinia fructicola (as Malus)"
"1794","MABPF","PHYSSL",9,"Host","Phyllosticta solitaria (as Malus)"
"1795","MABPF","PSECCO",9,"Host","Pseudococcus comstocki (as Malus)"
"1796","MABPF","ANOLCN",1,"Major host","Anoplophora chinensis (as Malus)"
"1797","MABPF","PEZIAL",1,"Major host","Neofabraea vagabunda (as Malus)"
"1798","MABPF","NECTGA",1,"Major host","Neonectria ditissima (as Malus)"
"1799","MABPF","HEMELE",1,"Major host","Orgyia leucostigma (as Malus)"
"1800","MABPF","HESOCA",1,"Major host","Trichoferus campestris (as Malus)"
"1801","MABPK","ACLRSE",9,"Host","Acleris senescens (as Malus)"
"1802","MABPK","AGRBTU",9,"Host","Agrobacterium tumefaciens (as Malus)"
"1803","MABPK","ALTEMA",9,"Host","Alternaria mali (as Malus)"
"1804","MABPK","ANARLI",9,"Host","Anarsia lineatella (as Malus)"
"1805","MABPK","ANOLGL",9,"Host","Anoplophora glabripennis (as Malus)"
"1806","MABPK","ANTHPO",9,"Host","Anthonomus pomorum (as Malus)"
"1807","MABPK","APRIGE",9,"Host","Apriona germari (as Malus)"
"1808","MABPK","APRIJA",9,"Host","Apriona rugicollis (as Malus)"
"1809","MABPK","PHYPMA",9,"Host","'Candidatus Phytoplasma mali' (as Malus)"
"1810","MABPK","CARSSA",9,"Host","Carposina sasakii (as Malus)"
"1811","MABPK","CERTRO",9,"Host","Ceratitis rosa (as Malus)"
"1812","MABPK","DIPCML",9,"Host","Diplocarpon coronariae (as Malus)"
"1813","MABPK","ERWIAM",9,"Host","Erwinia amylovora (as Malus)"
"1814","MABPK","CYDIIN",9,"Host","Grapholita inopinata (as Malus)"
"1815","MABPK","LASPMO",9,"Host","Grapholita molesta (as Malus)"
"1816","MABPK","LASPPA",9,"Host","Grapholita packardi (as Malus)"
"1817","MABPK","LASPPR",9,"Host","Grapholita prunivora (as Malus)"
"1818","MABPK","GYMNGL",9,"Host","Gymnosporangium globosum (as Malus)"
"1819","MABPK","GYMNJV",9,"Host","Gymnosporangium juniperi-virginianae (as Malus)"
"1820","MABPK","HYPHCU",9,"Host","Hyphantria cunea (as Malus)"
"1821","MABPK","LEPSUS",9,"Host","Lepidosaphes ussuriensis (as Malus)"
"1822","MABPK","MALAAM",9,"Host","Malacosoma americanum (as Malus)"
"1823","MABPK","MALADI",9,"Host","Malacosoma disstria (as Malus)"
"1824","MABPK","MALAPA",9,"Host","Malacosoma parallela (as Malus)"
"1825","MABPK","PLTPMU",9,"Host","Megaplatypus mutatus (as Malus)"
"1826","MABPK","MONIFC",9,"Host","Monilinia fructicola (as Malus)"
"1827","MABPK","PHYSSL",9,"Host","Phyllosticta solitaria (as Malus)"
"1828","MABPK","PSECCO",9,"Host","Pseudococcus comstocki (as Malus)"
"1829","MABPK","ANOLCN",1,"Major host","Anoplophora chinensis (as Malus)"
"1830","MABPK","PEZIAL",1,"Major host","Neofabraea vagabunda (as Malus)"
"1831","MABPK","NECTGA",1,"Major host","Neonectria ditissima (as Malus)"
"1832","MABPK","HEMELE",1,"Major host","Orgyia leucostigma (as Malus)"
"1833","MABPK","HESOCA",1,"Major host","Trichoferus campestris (as Malus)"
"1834","MABSD","TETRME",11,"Doubtful host","Tetranychus mexicanus"
"1835","MABSD","ARGPLE",11,"Doubtful host","Thaumatotibia leucotreta"
"1836","MABSD","ACLRMI",9,"Host","Acleris minuta"
"1837","MABSD","ACLRSE",9,"Host","Acleris senescens (as Malus)"
"1838","MABSD","AGRLMA",9,"Host","Agrilus mali"
"1839","MABSD","AGRBTU",9,"Host","Agrobacterium tumefaciens (as Malus)"
"1840","MABSD","ALTEMA",9,"Host","Alternaria mali (as Malus)"
"1841","MABSD","ANARLI",9,"Host","Anarsia lineatella (as Malus)"
"1842","MABSD","ANSTLU",9,"Host","Anastrepha ludens"
"1843","MABSD","ANSTSE",9,"Host","Anastrepha serpentina"
"1844","MABSD","ANSTSU",9,"Host","Anastrepha suspensa"
"1845","MABSD","ANOLCN",9,"Host","Anoplophora chinensis"
"1846","MABSD","ANOLGL",9,"Host","Anoplophora glabripennis"
"1847","MABSD","ANOLGL",9,"Host","Anoplophora glabripennis (as Malus)"
"1848","MABSD","ANTHPO",9,"Host","Anthonomus pomorum (as Malus)"
"1849","MABSD","TOXOCI",9,"Host","Aphis citricidus"
"1850","MABSD","ACLSV0",9,"Host","Apple chlorotic leaf spot virus"
"1851","MABSD","ASGV00",9,"Host","Apple stem grooving virus"
"1852","MABSD","ASPV00",9,"Host","Apple stem pitting virus"
"1853","MABSD","APRIGE",9,"Host","Apriona germari (as Malus)"
"1854","MABSD","APRIJA",9,"Host","Apriona rugicollis (as Malus)"
"1855","MABSD","DACUDO",9,"Host","Bactrocera dorsalis"
"1856","MABSD","DACUZO",9,"Host","Bactrocera zonata"
"1857","MABSD","TORTPR",9,"Host","Cacoecimorpha pronubana"
"1858","MABSD","PSYLME",9,"Host","Cacopsylla melanoneura"
"1859","MABSD","LIBEEU",9,"Host","'Candidatus Liberibacter europaeus'"
"1860","MABSD","PHYPMA",9,"Host","'Candidatus Phytoplasma mali' (as Malus)"
"1861","MABSD","PHYPSO",9,"Host","'Candidatus Phytoplasma solani'"
"1862","MABSD","CARSSA",9,"Host","Carposina sasakii (as Malus)"
"1863","MABSD","CERTCA",9,"Host","Ceratitis capitata"
"1864","MABSD","CERTMA",9,"Host","Ceratitis malgassa"
"1865","MABSD","CERTQI",9,"Host","Ceratitis quilicii"
"1866","MABSD","CERTRO",9,"Host","Ceratitis rosa"
"1867","MABSD","CERTRO",9,"Host","Ceratitis rosa (as Malus)"
"1868","MABSD","CERPCE",9,"Host","Ceroplastes ceriferus"
"1869","MABSD","CRLV00",9,"Host","Cheravirus avii"
"1870","MABSD","STERPU",9,"Host","Chondrostereum purpureum"
"1871","MABSD","CHONRO",9,"Host","Choristoneura rosaceana"
"1872","MABSD","CHRBFE",9,"Host","Chrysobothris femorata"
"1873","MABSD","CHRBMA",9,"Host","Chrysobothris mali"
"1874","MABSD","CHRYFI",9,"Host","Chrysomphalus aonidum"
"1875","MABSD","XYLSMU",9,"Host","Cnestus mutilatus"
"1876","MABSD","COLLAC",9,"Host","Colletotrichum acutatum"
"1877","MABSD","QUADPE",9,"Host","Comstockaspis perniciosa"
"1878","MABSD","CONHNE",9,"Host","Conotrachelus nenuphar"
"1879","MABSD","VALSCE",9,"Host","Cytospora ceratosperma"
"1880","MABSD","VALSMA",9,"Host","Cytospora mali"
"1881","MABSD","DIABSC",9,"Host","Diabrotica speciosa"
"1882","MABSD","DIPCML",9,"Host","Diplocarpon coronariae (as Malus)"
"1883","MABSD","DROSSU",9,"Host","Drosophila suzukii"
"1884","MABSD","EOTELE",9,"Host","Eotetranychus lewisi"
"1885","MABSD","ERTNFU",9,"Host","Erthesina fullo"
"1886","MABSD","ERWIAM",9,"Host","Erwinia amylovora (as Malus)"
"1887","MABSD","EURHBR",9,"Host","Eurhizococcus brasiliensis"
"1888","MABSD","EUTEOR",9,"Host","Eutetranychus orientalis"
"1889","MABSD","XYLBFO",9,"Host","Euwallacea fornicatus sensu lato"
"1890","MABSD","EUWAWH",9,"Host","Euwallacea fornicatus sensu stricto"
"1891","MABSD","LASPFU",9,"Host","Grapholita funebrana"
"1892","MABSD","CYDIIN",9,"Host","Grapholita inopinata"
"1893","MABSD","CYDIIN",9,"Host","Grapholita inopinata (as Malus)"
"1894","MABSD","LASPMO",9,"Host","Grapholita molesta"
"1895","MABSD","LASPMO",9,"Host","Grapholita molesta (as Malus)"
"1896","MABSD","LASPPA",9,"Host","Grapholita packardi"
"1897","MABSD","LASPPA",9,"Host","Grapholita packardi (as Malus)"
"1898","MABSD","LASPPR",9,"Host","Grapholita prunivora (as Malus)"
"1899","MABSD","GYMNAS",9,"Host","Gymnosporangium asiaticum"
"1900","MABSD","GYMNCL",9,"Host","Gymnosporangium clavipes"
"1901","MABSD","GYMNGL",9,"Host","Gymnosporangium globosum"
"1902","MABSD","GYMNGL",9,"Host","Gymnosporangium globosum (as Malus)"
"1903","MABSD","GYMNJV",9,"Host","Gymnosporangium juniperi-virginianae (as Malus)"
"1904","MABSD","HALYHA",9,"Host","Halyomorpha halys"
"1905","MABSD","HYPHCU",9,"Host","Hyphantria cunea (as Malus)"
"1906","MABSD","LEPSUS",9,"Host","Lepidosaphes ussuriensis (as Malus)"
"1907","MABSD","LOPLJA",9,"Host","Lopholeucaspis japonica"
"1908","MABSD","LYCMDE",9,"Host","Lycorma delicatula"
"1909","MABSD","LYMADI",9,"Host","Lymantria dispar"
"1910","MABSD","LYMAMA",9,"Host","Lymantria mathura"
"1911","MABSD","PHENHI",9,"Host","Maconellicoccus hirsutus"
"1912","MABSD","MALAAM",9,"Host","Malacosoma americanum"
"1913","MABSD","MALAAM",9,"Host","Malacosoma americanum (as Malus)"
"1914","MABSD","MALADI",9,"Host","Malacosoma disstria (as Malus)"
"1915","MABSD","MALAPA",9,"Host","Malacosoma parallela (as Malus)"
"1916","MABSD","MARGGR",9,"Host","Margarodes greeni"
"1917","MABSD","MARGVI",9,"Host","Margarodes vitis"
"1918","MABSD","PLTPMU",9,"Host","Megaplatypus mutatus"
"1919","MABSD","PLTPMU",9,"Host","Megaplatypus mutatus (as Malus)"
"1920","MABSD","MONIFC",9,"Host","Monilinia fructicola"
"1921","MABSD","MONIFC",9,"Host","Monilinia fructicola (as Malus)"
"1922","MABSD","GRAGLE",9,"Host","Naupactus leucoloma"
"1923","MABSD","NAUPXA",9,"Host","Naupactus xanthographus"
"1924","MABSD","FUSAEW",9,"Host","Neocosmospora euwallaceae"
